title,company,location,description,data_science_job
Senior or Staff Product IT Architect and Development Engineer (m/f/d),Beckman Coulter Diagnostics,München,Develop and implement cyber security on key components and consider cyber security aspects and data privacy aspects in the design.,0.0
"Senior/Expert Developer (f/m/d) for Climate 21, SAP Munich",SAP,Hallbergmoos,"Master’s or Bachelor’s degree in computer science, software engineering or a related field.Advanced experience with object-oriented programming, common data…",0.0
Serviceplattformen WDC-RSAT und NDMC,DLR - Deutsches Zentrum für Luft- und Raumfahrt,Oberpfaffenhofen,"Die Abteilung ""Atmosphäre"" ist tätig auf dem Gebiet der Entwicklung und Erzeugung innovativer Daten- und Informationsprodukte, Services und…",0.0
Several student assistantships available for projects related to COVID-19,Friedrich-Alexander-Universität Erlangen-Nürnberg,Erlangen,"Both the math program and the data are already available.Instead the student is expected to read research articles, gather data, code the models that we…",1.0
SiaSearch - Robotics Perception Intern,Merantix,Berlin,MS in computer science or robotics.Deploy the models with data of pilot customers.Develop and improve perception algorithms on autonomous vehicle (AV) data.,1.0
Site Reliability Engineer,Zattoo,Berlin,"A BS/MS degree in computer science or similar discipline.As the demand for unicast TV delivery is constantly growing, we are scaling out our custom built…",0.0
Site Reliability Engineer - Remote position,Teralytics,Berlin,Ensure correctness and availability of the data.The Reliability Engineering team is one of the engineering pillars of Teralytics responsible for critical…,0.0
So.91.20 Wiss. Mitarbeiter*in im Bereich Forschungsdatenmanagement,Charité,Berlin,Die Charité – Universitätsmedizin Berlin ist eine gemeinsame Einrichtung der Freien Universität Berlin und der Humboldt-Universität zu Berlin.,0.0
Software Architect (m/f/d) Batchplatform Microfocus,Allianz Technology SE,München,Degree in computer science or comparable education and proven work experience combined with a continuing interest in challenging technical issues and further…,0.0
Software Architect (m/f/d) Data Solutions,Kuehne+Nagel,Hamburg,"Experience in integrating new applications with processes and data flows of existing system landscape.Master’s degree in computer science, mathematics, physics…",0.0
Software Developer (m/f/d),TecAlliance,Deutschland,Data science knowledge as an advantage.Expertise in current data base technologies SQL/NoSQL.Experience with highly scalable systems and processing huge…,1.0
Software Developer (m/w/d),Unzer,Hamburg,"Knowledge and hands-on experience working with relational databases, complex data models and confident creating and working with database queries.",0.0
Software Developer ELO (m/w/d),AVANTGARDE Experts,Home Office,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…",1.0
Software Developer for Virtual Test Drive,FASys Industrie-EDV-Systeme GmbH,München,In particular we process candidates’ personal data to:For full details of how we process personal data please see our Privacy Policy.,0.0
Software Developer*innen Cybersecurity (m/w/d) Backend,Renz Jobs,Leipzig,Für unseren Kunden in Leipzig suchen wir.Software Developer\*innen Cybersecurity (m/w/d).Erweiterung der Analytics Solution R&S INTRA für.,0.0
Software Development Engineer - AWS Billing,Amazon Development Center DEU,Berlin,"Computer Science fundamentals in data structures.Bachelor’s Degree in Computer Science or related field, or equivalent experience to a Bachelor's degree based…",0.0
Software Development Engineer - Amazon Web Services - Berlin (m/f),Amazon Development Center DEU,Berlin,"We process big data and provide tools for customers to interactively understand their bills.Bachelor's degree in Computer Science, Computer or Electrical…",1.0
Software Development Engineer - Amazon Web Services IDEs - Berlin - m/f,Amazon Development Center DEU,Berlin,"1+ year of experience with software architecture, data structures and modern design patterns.Protecting your privacy and the security of your data is a…",0.0
Software Development Engineer for Non-Vital Industrial PC Platform (m/w/d),Thales Group,Stuttgart,"Today, they develop solutions for the data-based, autonomous and immersive world of tomorrow – from autonomous vehicle control systems to collaborative combat…",0.0
Software Development Manager,LivePerson,Mannheim,"We offer top tier tech & data science colleagues, along with opportunities to push your own limits.You believe data-driven decision making is the norm.",0.0
Software Engineer,Cubic Corporation,Hamburg,"Experience in high volume data processing.A university degree in a numerate subject (e.g. computer science, maths, engineering, natural science) or similar…",1.0
"Software Engineer (Java, Kafka)",Nexthink,Berlin,"Does working on data-intensive high-scale data-pipelines processing billions of events per day appeal to you?Then continue reading, you are in the right place!",1.0
Software Engineer (Scala) - zDirect (Marketplace)(w/m/d),Zalando,Berlin,You have a good grasp of computer science fundamentals combined with a strong capacity to solve complex problems.WHERE YOUR EXPERTISE IS NEEDED.,0.0
Software Engineer (Shared Services) (m/f/x),Temedica GmbH,München,Create the common software layer for our engineering teams delivering highly tailored mobile apps and data products.We offer you relocation and visa support.,0.0
Software Engineer (Web Frontend) @ Kausa,Kausa,Berlin,Our mission is to empower businesses to make data-driven decisions faster and more effortlessly than ever before.Love what you do (and own it).,0.0
Software Engineer (m/f/d),Werum,Lüneburg,A university degree in computer science or a comparable course of studies.Experience with software development in the regulated life science industry is a plus…,0.0
Software Engineer (m/f/d),Kelly Services Internal,Frankfurt am Main,Successfully completed university studies in the field of computer science or natural sciences.Producing reasonable test cases and test data and defining user…,0.0
Software Engineer (m/f/d),FREE NOW,Berlin,"You will work with large, interesting data sets including historical, real time and third party data streams.We are keen on hiring a Software Engineer (m/f) in…",1.0
Software Engineer (m/f/d) - Microsoft Dynamics NAV,Mister Spex GmbH,Berlin,Creating APIs to expose NAV/BC and/or other data sources.University degree (computer science or business administration) and/or equivalent experience.,0.0
"Software Engineer (m/f/d) – Data Analytics, Part- / Full-time",E.CA Economics GmbH,Berlin,"Expertise in relevant software for data analysis, e.g. ArgGIS.Software development related to the Microsoft Office applications and in the field of data…",1.0
Software Engineer (m/w/d),Orbit Ventures,Hamburg,Bei ORBIT entwickeln wir digitale Geschäftsmodelle und nachhaltige Lösungen mit messbarem Impact.Wir verbinden Welten: Bei uns treffen sich die besten und…,0.0
Software Engineer (m/w/d),Orbit Ventures,Hamburg,Bei ORBIT entwickeln wir digitale Geschäftsmodelle und nachhaltige Lösungen mit messbarem Impact.Wir verbinden Welten: Bei uns treffen sich die besten und…,0.0
Software Engineer (m/w/d) JAVA Frameworks,QVC,Bochum,Working knowledge of RDBMS and data access technologies and understanding of NoSQL DBs (e.g. couchbase).Growing technology adept participating in all phases of…,0.0
Software Engineer - Python (f/m/d),LeanIX GmbH,Bonn,Build fast data storage and processing architectures.This will include the design of the underlying data structures and continuous deployment of the services.,0.0
Software Engineer Backend (m/w/d),Constaff GmbH,Ulm,"Du hältst unser Unternehmen auf einem erfolgreichen Wachstumskurs, indem Du unsere Kunden bei der Durchführung ihrer IT Projekte erfolgreich unterstützt.",0.0
Software Engineer Frontend - All About Cake,Oetker Digital GmbH,Berlin-Friedrichshain,"As a Software Engineer (Mid, Senior) you will work on a data oriented, 100 % cloud based, monolithic and microservices based hybrid platform with a variety of…",0.0
Software Engineer for Space Systems,thya aerospace,München,"Bachelor's degree or higher in computer science, engineering, math, or science discipline and 3+ years of experience in professional C/Cpp software development…",0.0
Software Engineer in Modellentwicklungsteam (m/w/d) in AFC Modelling,Deutsche Bank,Frankfurt am Main,"Academic degree in mathematics, computer science, data science, economics with a quantitative background or comparable qualifications and experience.",1.0
Software Engineer in Test (Video Squad),Zattoo,Berlin,"A BS/MS degree in computer science or similar discipline.You will be working together closely with the core video, middleware, data and SRE/Ops teams to build…",0.0
Software Engineer in Test (Video Squad),Zattoo,Berlin,"A BS/MS degree in computer science or similar discipline.You will be working together closely with the core video, middleware, data and SRE/Ops teams to build…",0.0
Software Engineer – Algorithm Infrastructure,Snke OS,München,"Interest in medical data processing, allowing you to integrate sophisticated algorithms developed by our algorithm experts into a consistent software framework…",0.0
Software Entwickler (m/w/d) Java,AVANTGARDE Experts,Montabaur,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…",0.0
Software Product Manager (m/w/d) STRABAG-Digital Workplace,Strabag,Stuttgart,"Aktive Gestaltung der Arbeitsprozesse unserer Anwender durch Verantwortung für Softwareprodukte am STRABAG Digital Workplace an PC, Tablet / Smartphone und Web.",0.0
Software Product Owner for Sensor Systems,Bosch Group,Kusterdingen,The sensors enable devices to recognize their surroundings and to transmit the data collected.Bosch Sensortec GmbH develops and markets key technologies in…,0.0
Software Project Manager (f/m/d),Magna International Inc.,Sailauf,Ensures all necessary engineering documentation and data is generated and maintained to ensure traceability and compliance to company procedures (e.g. Process -…,0.0
Software-Developer (m/f/d) - PanHunter,Evotec,Göttingen,"Master or PhD in computer science, physics, bioinformatics, mathematics or similar.As part of the PanHunter Software Development Team you will help to develop…",0.0
Software-Entwickler für Computer Vision (w/m/d),eClever Entwicklungs OHG,Dresden,"Wir möchten die Elektromobilität vorantreiben - sei dabei!Unsere offene Unternehmenskultur bietet Dir die Möglichkeit, Dein persönliches und auch fachliches…",1.0
Software-Entwickler für Computer Vision (w/m/d),eClever Entwicklungs OHG,Dresden,"Wir möchten die Elektromobilität vorantreiben - sei dabei!Unsere offene Unternehmenskultur bietet Dir die Möglichkeit, Dein persönliches und auch fachliches…",1.0
Softwareentwickler (m/w/d) Python im Bereich Data Science,FERCHAU,Landau in der Pfalz,Möchten Sie die digitale Welt von morgen intelligenter machen?Können Sie über die Grenzen von Nullen und Einsen hinausschauen?,1.0
Softwareentwickler Financial Solutions/Quantitative Methoden (w/m/d),zeb.consulting,Hamburg,Sprenge mit deinem Format als Softwareentwickler die Grenzen von Rechenkernen und Financial Solutions.Tauche ein in modernste Python-Simulationen.,1.0
Softwareentwickler Java (w/m/d),zeb.consulting,Hamburg,Zeige deine Größe als Softwareentwickler und entwirf mit modernen Java-Technologien Lösungen für die Finanzbranche von morgen.,0.0
Softwareentwickler SCALA,Brunel,Bremen,Wenn Sie gemeinsam mit uns interessante und herausfordernde Projekte im Engineering umsetzen wollen und eine attraktive sowie abwechslungsreiche berufliche…,0.0
Softwareentwickler mit dem Schwerpunkt Python,,,Möchten Sie die nächste Stufe in Ihrer Karriere erreichen?Bei Brunel haben Sie die Möglichkeit sich bei namhaften Kunden kontinuierlich weiterzuentwickeln –…,0.0
Softwareentwickler/in (m/w/d),Leibniz-Gemeinschaft,Karlsruhe,Softwareentwickler/in (m/w/d).FIZ Karlsruhe - Leibniz-Institut für Informationsinfrastruktur (FIZ KA).Die Kernaufgabe von FIZ Karlsruhe ist die professionelle…,0.0
Softwareentwickler/in (m/w/d) / Development Engineer Software (m/f/d),WITT-GASETECHNIK GmbH & Co KG,Witten,"Experience in troubleshooting mechatronic equipment/ devices and proficiency in using measuring equipment (eg. data logger, oscilloscope, Logic analyzer,…",0.0
Solution Advisor Expert (m/f/d),SAP,Walldorf,Location: Walldorf and every other SAP location in Germany.Employment Type: Regular Full Time.SAP started in 1972 as a team of five colleagues with a desire…,0.0
Solution Architect,Smartedge Solutions,Augsburg,"Knowledgeable in: cloud native microservices architecture, data architecture, analytics, software/application architecture.Experience with COTS PaaS products.",0.0
Solution Architect - ICT (m/w/d),Telespazio VEGA Deutschland,Darmstadt,Telespazio VEGA Deutschland is the first choice European aerospace company for ICT and engineering solutions and services.Data Centre Networking and Security.,0.0
Solutions Architect - Migration Services,AWS EMEA SARL (Germany Branch),München,Perform the implementation and data configuration.Familiarity with data center and/or cloud infrastructure management.Fluency in French or German.,0.0
Solutions Engineer DACH (m/w/d),Catalogic Software,Willich,"Catalogic Software, the market leader in Software Defined Copy Data Management and Data Protection Solutions.The key responsibilities of the Solutions Engineer…",0.0
Specialist IT and Automation (m/f/d),trinamiX GmbH,Ludwigshafen am Rhein,"Bachelor's degree in computer science or a related field.Merging image data, depth information and material parameters with a camera system unlocks the next…",0.0
Specialist Learning & Development Digitalization (m/f/d),BASF Coatings GmbH,Münster,"In the Coatings Division, we are focused on the development, production and marketing of a variety of coating solutions - from applied surface technologies to…",0.0
Spezialist (m/w/d) MS Power BI,AVANTGARDE Experts,Stuttgart,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…",1.0
Spezialist Biokompatibilität Implantate,Brunel,Mannheim,Experience in the evaluation of bioanalytical data and in the evaluation of Biocompatibility in accordance to ISO 10993 and EN ISO 7405.,0.0
Spezialist Office 365 und SharePoint - Digital Workplace (m/w/d),Strabag,Stuttgart,"Konzeption, Planung und Entwicklung von Lösungen auf Basis Microsoft Office 365 für unsere Anwender an PC.Software-Einsatzszenarien, Durchführung von Software…",0.0
Spezialist für Künstliche Intelligenz,Brunel,Münster,Wenn Sie gemeinsam mit uns interessante und herausfordernde Projekte im Bereich der Künstlichen Intelligenz umsetzen wollen und eine attraktive sowie…,1.0
Spezialist für Künstliche Intelligenz,Brunel,Münster,Wenn Sie gemeinsam mit uns interessante und herausfordernde Projekte im Bereich der Künstlichen Intelligenz umsetzen wollen und eine attraktive sowie…,1.0
Sr Director- EMEA Product Management,AT&T,Berlin,"Understand and incorporate market intel on key supply sources, demand sources, data sources, and vendors to influence our product and integration priorities.",0.0
Sr Python Developer,YouOnline Inc,Germendorf,Implement security and data protection solutions.Developing back-end components to improve responsiveness and overall performance.,0.0
Sr Python development Engineer,Amazon Development Center DEU,Berlin,“Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Please consult our Privacy Notice (https://www.amazon.jobs/en…,0.0
Sr Solutions Engineer,Databricks,Düsseldorf,"Founded by the original creators of Apache Spark™, Databricks provides a Unified Analytics Platform for data science teams to collaborate with data engineering…",0.0
Sr. Application Engineer CIS / Automotive (f/m/d),Samsung Electronics,München,"Image Signal Processor HW and Firmware (ISP) understanding: Basic knowledge of color image data processing such as Color Interpolation, Auto White Balance (AWB)…",1.0
Sr. Full Stack Engineer (Python/Node.js) - IoT Cloud (m/f/x),Next Big Thing AG,Berlin,"Create production setup for data analytics for the ventures.Experience with big data technologies and stream processing (Spark, Kafka etc).",1.0
Sr. Full Stack Engineer (Python/Node.js) - IoT Cloud (m/f/x),Next Big Thing AG,Berlin,"Create production setup for data analytics for the ventures.Experience with big data technologies and stream processing (Spark, Kafka etc).",1.0
Sr. Software Dev Manager,Amazon Development Center DEU,Berlin,"Build systems that serve hundreds of thousands of transactions per second, search space over terabytes of unstructured data, and develop new ways to quickly…",1.0
Sr. Software Development Engineer,Amazon Development Center DEU,Berlin,Fast-paced organization: Join a fast-growing organization that takes pride in its record of delivery and ability to solve complex science and engineering…,0.0
Sr. Software Development Engineer - Amazon Berlin,Amazon Development Center DEU,Berlin,"Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Experience in algorithms and data structures, numerical…",0.0
"Sr. Specialist, Risk Management - Central Monitoring",Johnson & Johnson Family of Companies,Deutschland,"Knowledge of basic statistical concepts and data science principles.We pursue the most promising science, wherever it might be found.",1.0
Staff Member NFR Measurement & Quantification - Delivery (f/m/d) Berlin,Deutsche Bank,Berlin,Experience working with standardized processes and managing high volumes of data.Very good eye for detail with an affinity for numbers and data.,0.0
Staff Officer (WIN Services Operation & Management),NATO - OTAN,Geilenkirchen,"Experience in providing configuration control of software and data in client-server environments;Providing technical guidance for user account administration,…",0.0
Staff Software Engineer I (Pricing),Careem,Berlin,"This means an opportunity to work on virtually any type of computer science and software engineering problem, particularly in the areas of large scale…",0.0
Staff Technical Customer Support Engineer - Informatics (m/f/d),Beckman Coulter Diagnostics,München,"An interest in data analytics as applied to failure analysis and corrective actions.Bachelor's degree in engineering, science, medical technology, clinical…",0.0
Staff Technical Support Engineer - Informatics (m/f/d),Beckman Coulter Diagnostics,München,"An interest in data analytics as applied to failure analysis and corrective actions.Bachelor's degree in engineering, science, medical technology, clinical…",0.0
Staff for Network Administration (m/w/d),Fischer HRM,Düsseldorf,"Basic understanding of WIFI systems and data base (SQL server) knowledge.University degree or completed Vocational training , ideally in the field of computer…",0.0
Stammdatenspezialist / Analytiker,ITech Consult,Rheinfelden,"Stammdatenspezialist / Analytiker - SAP-Systemkenntnisse, Data Management, Lean Methodologie, Englisch und Deutsch, MES, Automatisierungsprozessen.",1.0
Startup Praktikum (remote),placense,Aachen,Wolltest du schon immer mal in einem Startup arbeiten?Weißt aber noch nicht in welchem Bereich?Oder ob deine Expertise ausreicht?,0.0
Stud. Hilfskraft zur Qualitätssicherung wiss. Software (8 Std./Wo.),Ruhr Universität Bochum,Bochum,"Other tasks may include making data (computer code and experimental data) accessible to all group members as well as the wider scientific community, helping…",0.0
Student Assistant (SHB) (gn),Universitätsklinikum Münster,Münster,Desirable: interest in machine learning or data science.The Institute for Biomagnetism and Biosignalanalysis is offering a position limited to 1 year as a.,1.0
Student Assistant - Learning and Development,The Boston Consulting Group,München,"Your tasks will include presenting data evaluations and analyses, data maintenance, and other back office activities.You’ll report directly to the Head of L&D.",1.0
Student Assistant - Recruiting,The Boston Consulting Group,Düsseldorf,"BCG’s diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change through leading-edge management consulting…",0.0
Student COVID-19 Containment Scout,The Boston Consulting Group,München,"BCG’s diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change through leading-edge management consulting…",0.0
"Student Employee – Data Engineer, Operations (m/f/d)",Statista,Hamburg,Writing SQL queries to extract data.Maintaining databases and ensuring data consistency.A data-driven mindset and distinctly analytical way of thinking.,1.0
Student Job: Computer Science (f/m/div)*,,,Provide alternative visual representation of other data types.Are comfortable with analyzing complex datasets and relational data,1.0
Student Job: Data Analysis for Process Modeling (f/m/div)*,,,Develop and implement Python scripts to read and prepare data from different sources (process and analysis data),1.0
"Student Worker, Sales Strategy & Operations Central Europe",Salesforce,München,"You will help to drive quarterly business reviews, strategic projects and transformational initiatives through pulling & analysing data and summarising key…",1.0
Student assistant (f/m/d) or Research assistant (f/m/d) with Bachelor's degree,Universität Paderborn,Paderborn,"Solid experience with data base and data processing tools such as SQL, MongoDB,.Student of computer science, computer engineering, electrical engineering,.",0.0
Student research assistant with a background of computer science in X-ray astronomy (m/f/d),Leibniz Institut für Astrophysik,Potsdam,"Therefore, we encourage applications from computer science students.Science in X-ray astronomy (m/f/d).The data are obtained with the newly launched X-ray…",0.0
Student:in dualer Studiengänge – Bachelor of Science Informatik 2021 (m/w/divers),Commerzbank AG,Hamburg,Mache dich mit uns auf den Weg zu einem echten digitalen Technologieunternehmen.Entwickle mit uns innovative Strategien zur Steigerung von Effizienzen um den…,0.0
Studentische Hilfskraft (w/m/d) - Finance,The Boston Consulting Group,München,"BCG’s diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change through leading-edge management consulting…",0.0
Studentische MitarbeiterIn,com2m,Dortmund,"Studentischen Mitarbeitern bieten wir verschiedene Möglichkeiten im Umfeld von Java, Web, Cloud und Data Science inkl. der Betreuung von Abschlussarbeiten.",1.0
Studentischer Mitarbeiter im IT-Development (w/m/d),zeb.consulting,Münster,"Zeige deine Größe als studentischer Mitarbeiter im IT-Development.Moderne Technologien und Frameworks, spannende Software-Projekte und ein teamorientiertes…",0.0
Students (f/m/d) for the SAP Data Hub Development Team,SAP,Walldorf,Our team has the mission to build a comprehensive platform for defining and managing complex data pipelines across heterogeneous corporate data sources,1.0
Students4Innovation (m/w/d),TWT GmbH ,Ingolstadt,Du möchtest neben Deinem Studium spannende Einblicke in die Industrie gewinnen und Dein Wissen aus der Theorie direkt in der Praxis anwenden?,0.0
Studiengang Wirtschaftsinformatik (B.Sc.) 2021,dm-drogerie markt,Karlsruhe,"Du begeisterst dich für betriebswirtschaftliche Themen, IT-Prozesse sowie die digitale Welt an sich?Du hast Lust, in einem kreativen Team innovative Lösungen…",0.0
Studienplatz zum Bachelor of Science (m/w/d) Wirtschaftsinformatik-Data Science,Versandhaus Walz,Bad Waldsee,Das duale Ausbildungssystem bietet eine optimale Mischung aus Theorie und Praxis.Die Ausbildung erfolgt in Zusammenarbeit mit der Dualen Hochschule Baden…,1.0
Studierende (m/w/d) Wirtschaftsinformatik Schwerpunkt Data Science an der DHBW Mannheim für 2021,Deutsche Gesellschaft für Internationale Zusammena...,Eschborn,"Unsere erfolgreiche Geschäftsentwicklung wird von Menschen gemacht: Es sind die Mitarbeiterinnen und Mitarbeiter der GIZ, die mit ihrem Engagement und ihrer…",1.0
Studium mit vertiefter Praxis zum Bachelor of Engineering bzw. Bachelor of Science (m / w / d) – 2020,HR Human Resources,Nürnberg,"Field of studies: computer science or electrical engineering, precision engineering, information technology.Abschluss: Bachelor of Science (B. Sc.) bzw.",0.0
Studium mit vertiefter Praxis zum Bachelor of Engineering bzw. Bachelor of Science (m / w / d) – 2021,HR Human Resources,Deutschland,"Field of studies: computer science or electrical engineering, precision engineering, information technology.Dualer Partner: Technische Hochschule (TH) Nürnberg…",0.0
Supervisor Hazardous Waste Operations (m/w/d) – Gigafactory Berlin-Brandenburg,Tesla,Grünheide (Mark),"Collect, analyze, and interpret hazardous waste data to assess risk, evaluate compliance, and submittal of reports in support of the Environmental Statistics…",1.0
Supervisory Program Specialist (CYS Services) NF-03,US Department of the Army,Grafenwöhr,"The ability to plan and organize work, analyze problems to identify significant factors, gather pertinent data and recognize solutions.This job is open to.",0.0
Supervisory Program Specialist (CYS Services) NF-03,US Department of the Army,Hohenfels,"Utilizes compensatory enrollment in all appropriate CYS programs based on CYMS enrollment data.The ability to plan and organize work, analyze problems to…",0.0
Supply Planning Expert (all genders),Merck KGaA,Taufkirchen,"For this reason, data and root cause analysis and the identification of corrective actions will be an important task as well.Experience in ERP systems (SAP).",0.0
Survey Specialist (m/f/d),Max Planck Institute for Social Law and Social Pol...,München,"Experience with survey data, preferably with SHARE data.SHARE is the largest social science panel study in Europe.Survey Specialist (m/f/d).",1.0
Sustainability Consultant,The Green Recruitment Company,Deutschland,"Develop energy and greenhouse gas/ carbon emissions inventories, water/ waste footprints and other environmental inventories including data analysis, emission…",1.0
Sustainability Data Manager ‏ (d/f/m),Henkel,Düsseldorf,2 years of professional experience in data management and ecological context.Establish analytical tools to work with big data and use of suitable software.,1.0
Swift Software Developer in Testing for MacOS,Avira,Tettnang,"Master’s or bachelor’s degree in computer science.You will collaborate closely with software engineers, designers, UX engineers, data analysts, and product…",0.0
System Administrator,Enghouse,Leipzig,"Ensure data safety and availability.Basic knowledge in data security and firewall.A subsidiary of Enghouse Systems Limited, Enghouse Interactive is a leading…",0.0
System Administrator (m/f/x),Smartfrog Limited,Berlin,Bachelor’s degree in technology or computer science.Work closely with our Engineering team to provide maximum security for company data.,0.0
System Architect (m/f/d) for Traffic Management Systems,Thales Group,Stuttgart,"Today, they develop solutions for the data-based, autonomous and immersive world of tomorrow – from autonomous vehicle control systems to collaborative combat…",0.0
System Engineer / Software Architect (m/f/d),Hays,Basel,"Experience with cyber security, data privacy and system performance requirements.Design and implement system engineering approach to support the development…",0.0
"System Software Engineer, Real-Time Simulation - Automotive",NVIDIA,Berlin,"Experience in applying data science methods.Develop the APIs and system software that enable high-throughput, low-latency data flow.What you’ll be doing:",1.0
System-Architekt/in (m/w/d),Land Nordrhein-Westfalen,Essen,Wir sind eine der jüngsten Universitäten Deutschlands und denken in Möglichkeiten statt in Grenzen.Mitten in der Ruhrmetropole entwickeln wir an 11 Fakultäten…,0.0
Systems Engineer (w/m/d) Physik Elektrotechnik Informatik,Strato-Personal,Manching,University degree in computer science or comparable qualification.In Service Support to customer mission data preparation and aircraft operation.,0.0
TM1 - Planning Analytics Consultant (m/w/d),accantec group,Hamburg,Sie sind in der IBM BI- und Analytics-Welt zu Hause?Sie möchten eigenverantwortlich arbeiten und Ihre Kenntnisse und Fertigkeiten rund um TM1 sowie Planning…,0.0
TM1 - Planning Analytics Consultant (m/w/d),accantec group,Hamburg,Sie sind in der IBM BI- und Analytics-Welt zu Hause?Sie möchten eigenverantwortlich arbeiten und Ihre Kenntnisse und Fertigkeiten rund um TM1 sowie Planning…,1.0
TUM IDP Project - Data Science for a Fintech (f/m/d),fulfin - financing ecommerce,München,"Our data environment encompasses ecommerce data, bank account data and financial data with the main focus being on product and sales data from online…",1.0
Team Lead - Data Science (Remote),Veeva Systems,Frankfurt am Main,Use NLP and statistical models to classify data.5+ years of experience as a data scientist.Develop machine learning models to structure and analyze scientific…,1.0
Team Lead - Product Analytics- REMOTE (m/f/d),Harnham US,Hamburg,"You are leading department-wide initiatives to improve data fluency.You have at least 5+ years of experience in an analytics, product or data science role of…",1.0
Team Lead UX Design (Schwerpunkt Suchende) (m/w/d),Axel Springer,Hamburg,"Die immowelt Hamburg GmbH ist Teil der immowelt Group, einer Tochter der Axel Springer SE.Zu dieser gehören auch die immowelt AG mit ihren Portalen immowelt.de…",0.0
Team Lead UX Design (Schwerpunkt Suchende) (m/w/d) – Hamburg,immowelt,Nürnberg,"Die Arbeit an der nächsten Generation der erfolgreichen immowelt Plattform hat begonnen.Wenn du heiß darauf bist, etwas Großartiges zu schaffen, und deine…",0.0
Team Lead UX Design (Schwerpunkt Suchende) (m/w/d) – Nürnberg,immowelt,Nürnberg,"Die Arbeit an der nächsten Generation der erfolgreichen immowelt Plattform hat begonnen.Wenn du heiß darauf bist, etwas Großartiges zu schaffen, und deine…",0.0
Team leader seicmic data processing,Engineering und Rohstoffe,Hannover,"Lead seismic data processing projects.Master’s degree in geophysics or in a similar science-related field (e.g. physics, mathematics, computer science).",1.0
Teamlead IT Recruitment,Templeton and Partners,Berlin,Templeton and Partners wurde vor über 20 Jahren in London gegründet und seitdem haben wir weitere Standorte in Amsterdam und Zürich aufgebaut.,0.0
Teamleiter Data Analytics / Data Scientist (m/w/d),Lidl Dienstleistung GmbH & Co. KG,Neckarsulm,Bei Lidl arbeiten heißt: die Zukunft des Handels mitgestalten.Dabei das große Ganze ebenso im Blick haben wie die Details.Für dein Team – und für dich selbst.,1.0
Technical Account Manager (all gender),Medloop Technologies GmbH,Berlin,In love with technical setups or have a background in computer science or engineering.Using data of millions of patient-years and best preventive practices we…,0.0
"Technical Application Specialist - field based - (f, m, d)",Promega GmbH,Deutschland,"In one of the five big Life Science Research companies you will have a full time, science-oriented position and the possibility to develop.",0.0
Technical Architect,Templeton and Partners,Berlin,"Experience with key areas of enterprise architecture, including integration technologies, single sign on, and master data management.",0.0
Technical Assistant - Physicochemical Analysis (m/w/d) - limited for 24 months,Fresenius Kabi,Friedberg,"Good skills in laboratory work, data collection and interpretation.Very good skills in computer science and different software applications (e.g. Excel, Word,…",0.0
Technical Cloud Architect,FASys Industrie-EDV-Systeme GmbH,Deutschland,In particular we process candidates’ personal data to:For full details of how we process personal data please see our Privacy Policy.,0.0
Technical Co-Founder (f/m/d) as member of the founding team for a cancer patient support startup,RoX Health GmbH,Berlin,You take care of data security.One in eight women gets breast cancer over the course of her life – that’s 70.000 a year.The diagnosis turns lifes upside down.,0.0
"Technical Co-Founder (m,f,x) – High-impact Health-Tech Venture",Atlantic Food Labs,Berlin,"Experience with digital health apps, behavioral change, and data science is a strong plus.5+ years of high-performance tech environment (ideally start-up) as a…",1.0
Technical Consultant,Mapp Digital,München,We are dealing with real big data scenarios and data from various business models and industries.Mapp Cloud brings customer acquisition and customer engagement…,0.0
Technical Customer Support Engineer II - Lab Automation (m/f/d),Beckman Coulter Diagnostics,München,"Trend, analyze and interpret field generated data.At first glance, you’ll see we are dedicated to advancing and optimizing the laboratory to move science and…",1.0
Technical Pre-sales Consultant – Automation and Data (m/f/x),KI Group,Köln,"In agile teams, we use methods and technologies from the fields of data analytics, deep learning, process mining and business intelligence to turn customer data…",1.0
Technical Product Manager (Application Platform) (m/w/d),AutoScout24,München,A data-driven approach to decision making.We are building an industry leading cloud platform environment that makes high quality development fast and easy for…,0.0
Technical Product Manager (Data & Data Science) (m/w/d),AutoScout24,München,"A data-driven approach to decision making.We are building tooling for data ingestion & access as well as Data Science & AI solutions, which empower our…",1.0
Technical Product Manager (m/f/d),Zenjob GmbH,Berlin,Influence heavily the the tooling and usage of data within Zenjob.Ideally you have a background in computer science and/or worked as a Software Engineer.,0.0
